id;id champs;regie;type de sol;Variete;precip total saisonale;nbr de jour de gel saisonale;rendement annee precedante;rendement;purete (%);N_Fert (lbs/ac);P_Fert (lbs/ac);K_Fert (lbs/ac);Mg_Fert (lbs/ac);S_Fert (lbs/ac);Ca_Fert (lbs/ac);Zn_Fert (lbs/ac);Cu_Fert (lbs/ac);B_Fert (lbs/ac);Mn_Fert (lbs/ac);phEau;age (annee);Ca_Sol (ppm);P_Sol (ppm);Al_Sol (ppm);K_Sol (ppm);Mg_Sol (ppm);Zn_Sol (ppm);Cu_Sol (ppm);Mn_Sol (ppm);B_Sol (ppm);Fe_Sol (ppm);N_Fol (%);P_Fol (%);K_Fol (%);Ca_Fol (%);Mg_Fol (%);B_Fol (%);Cu_Fol (%);Fe_Fol (%);Mn_Fol (%);Zn_Fol (%);Al_Fol (%)
83;1;Organic;Sand;Stevens;349,1;33;;13650,3387;0,916;53,94816;37,96352;102,90112;7,4852;95,81069824;67,56498;0;0,7136;0,3568;0;4,2;10,8;82,648;89,594;991,866;42,048;13,79;0,762;2,79062786;1,472;0,344401368;166,906;1,1;0,1;0,43;1,32;0,25;0,003;0;0,004;0,034;0,003;0,008598047
84;5;Organic;Sand;Stevens;349,1;33;;13355,91963;0,866;53,94816;37,96352;102,90112;9,5865;62,55779648;69,24708;0;1,4272;0,7136;0;4,3;11;44,712;55,126;779,062;21,054;9,354;0,594;2,131757837;0,97;0,344401368;116,802;1,1;0,11;0,44;1,15;0,23;0,003;0;0,005;0,028;0,003;0,008000323
85;7;Organic;Sand;Stevens;349,1;33;;13757,40018;0,916;53,94816;37,96352;102,90112;7,4667;58,96469824;67,56498;0;0,7136;0,3568;0;4,3;10,8;82,848;91,594;1027,866;43,048;13,79;0,782;2,52262786;1,472;0,364401368;168,484;1,1;0,1;0,4;1,39;0,26;0,003;0;0,005;0,037;0,003;0,007798047
86;2;Organic;Sand;Stevens;349,1;33;;22598,89407;1;45,95584;45,95584;92,91072;10,704;29,0067696;67,86486;0;1,784;0,892;0;5;13,2;23,32196013;36,114978;1137,113513;12,6931602;5,995890208;0,289442686;1,017284703;0,689651884;0,190122432;111,4361508;1,1;0,13;0,53;0,92;0,25;0,002;0;0,066;0,017;0,002;0,010519823
87;4;Organic;Sand;Stevens;349,1;33;;33001,70121;0,98;48,95296;48,95296;95,90784;10,704;25,0676976;73,98342;0;1,784;0,892;0;4,9;13;21,082;35,586;1125,754;11,21;5,294;0,244;0,87290579;0,574;0,237238768;103,426;1,3;0,12;0,51;1,17;0,24;0,003;0;0,027;0,026;0,002;0,012362884
88;6;Organic;Sand;Stevens;349,1;33;;3693,62106;0,77;48,95296;48,95296;48,95296;8,0224;55,31624736;47,88;0;1,0704;0,5352;0;5;15;69,79937287;90,56615411;971,1973652;25,27413792;10,01693232;0,400860869;1,331394929;0,956332631;0,384401368;111,9169988;1,3;0,15;0,59;0,77;0,2;0,002;0;0,039;0,011;0,002;0,008800224
89;1;Organic;Organic;Stevens;349,1;33;;12954,43908;1;38,96256;29,9712;85,91744;8,0224;13,99019936;50,4;0;1,0704;0,5352;0;4,8;16,6;84,42;76,51;1006,304;28,04;11,034;0,498;1,632998819;0,908;0,407577756;108,406;1,2;0,11;0,61;1;0,24;0,003;0,001;0,02;0,052;0,002;0,012711424
90;3;Organic;Sand;Stevens;349,1;33;;6628,88997;0,89;45,95584;35,96544;92,91072;5,8408;70,33874912;57,96;0;0,3568;0,1784;0;4,9;8,8;179,1;109,31;557,038;51,576;23,614;0,7;2,006621022;1,482;0,361407625;181,624;1,1;0,12;0,55;1,11;0,24;0,003;0,001;0,017;0,057;0,002;0,007298462
91;A9;Conventional;Sand;Stevens;668,6;60;;33117,68448;1;0;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,39651;11;18,14745149;97,55474158;1514,432645;13,93575097;4,497695556;0,46457944;1,995277776;0,455123578;2,216176918;303,292533;0,7697;0,0911;0,6898;0,6923;0,191;0,0055;4,00E-04;0,011;0,0172;0,0013;0,0148
92;A9;Conventional;Sand;Stevens;668,6;60;;19378,12788;1;0;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,47815;11;10,21614363;67,72090393;1502,145927;7,976029114;2,886950042;0,237118476;0,95118522;0,243093061;2,216176918;172,2466468;0,82167;0,0974;0,529;0,8434;0,2249;0,00432;3,00E-04;0,0122;0,0144;0,0016;0,0137
93;A9;Conventional;Sand;Stevens;668,6;60;;43529,41341;1;13,38;13,38;71,36;10,704;27,6937456;2,71278;1,798272;1,784;0,892;0;4,45774;11;14,05293418;73,04366915;1688,731194;9,390530075;2,748382203;0,351705511;1,201067698;0,349678328;2,216176918;217,6995119;0,98356;0,0905;0,5057;0,8233;0,2279;0,00674;3,00E-04;0,0208;0,0175;0,0015;0,0209
94;A9;Conventional;Sand;Stevens;668,6;60;;25721,52057;1;13,38;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,45774;11;19,33200142;89,48339602;1647,915057;12,88781861;4,903689536;0,416990646;0,68715271;0,515448953;2,273942925;255,4185509;0,91829;0,0959;0,5253;0,8107;0,2317;0,00497;3,00E-04;0,0167;0,016;0,0016;0,0188
95;A9;Conventional;Sand;Stevens;668,6;60;;49105,53216;1;26,76;13,38;71,36;10,704;27,6937456;0;2,01406464;1,784;0,892;0;4,43733;11;15,66353921;127,6328433;1443,643714;13,37893211;4,139882243;0,47180968;1,240158938;0,397720084;2,216176918;302,3941224;1,0223;0,0903;0,478;0,8213;0,2278;0,00543;4,00E-04;0,0151;0,0237;0,0014;0,0181
96;A9;Conventional;Sand;Stevens;668,6;60;;34652,23236;1;26,76;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,508765;11;13,23761502;87,04605868;1409,746261;9,171777595;3,483709232;0,370004535;0,723783468;0,313004635;2,216176918;202,159054;1,04;0,1008;0,4761;0,9037;0,2442;0,0048;3,00E-04;0,0112;0,0205;0,0014;0,0144
97;A9;Conventional;Sand;Stevens;668,6;60;;53432,60031;1;40,14;13,38;71,36;10,704;27,6937456;0;2,01406464;1,784;0,892;0;4,467945;11;14,04261975;95,13658595;1368,544192;11,30866966;4,196114373;0,425911355;0,662655785;0,352821793;0,182770464;258,7778861;1,1191;0,0958;0,4807;0,871;0,23;0,00547;4,00E-04;0,0248;0,0277;0,0014;0,0175
98;A9;Conventional;Sand;Stevens;668,6;60;;35669,31642;1;40,14;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,345485;11;11,90354562;103,7938037;1401,39898;8,055929475;3,74408696;0,270989004;0,592062591;0,309791747;0,182770464;289,1800062;1,0718;0,0973;0,4726;0,8178;0,2265;0,00427;3,00E-04;0,017;0,0171;0,0014;0,0179
99;A9;Conventional;Sand;Stevens;668,6;60;;49783,5882;1;53,52;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,488355;11;19,99149463;92,52945811;1476,238986;8,093105094;3,574784778;0,285257972;0,684207542;0,454424851;0,125240774;182,1090554;1,1826;0,0978;0,5089;0,8747;0,2275;0,00673;3,00E-04;0,0146;0,0218;0,0014;0,0188
100;A9;Conventional;Sand;Stevens;668,6;60;;24490,31355;1;53,52;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,39651;11;14,75266722;100,5989875;1562,594775;11,51825464;3,676131091;0,456287159;0,885562608;0,34072209;0,182770464;163,6142165;1,2232;0,1047;0,4653;0,8577;0,2372;0,00487;3,00E-04;0,0106;0,0203;0,0014;0,0146
101;A9;Conventional;Sand;Stevens;668,6;60;;54422,919;1;40,14;0;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,488355;11;12,68391823;97,21128692;1496,797085;7,065211286;2,567916133;0,288043232;1,550364312;0,280080445;0,182770464;276,5792565;1,043;0,0853;0,4334;0,8376;0,2145;0,00482;2,00E-04;0,0115;0,0238;0,0016;0,0164
102;A9;Conventional;Sand;Stevens;668,6;60;;44974,74339;1;40,14;0;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,5802;11;9,522513349;52,56657039;1727,155617;8,517160344;2,515862756;0,228747978;0,514222809;0,303824527;0,182770464;175,0693369;1,0672;0,0887;0,4365;0,8468;0,212;0,00495;2,00E-04;0,0095;0,0187;0,0015;0,0138
103;A9;Conventional;Sand;Stevens;668,6;60;;54547,82406;1;40,14;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,467945;11;13,73133607;66,79084074;1331,445681;7,584621758;2,402492477;0,27119247;1,327202033;0,282316577;0,108997373;176,8046038;1,1286;0,0867;0,4718;0,7906;0,1921;0,00703;2,00E-04;0,0278;0,0181;0,0011;0,0381
104;A9;Conventional;Sand;Stevens;668,6;60;;38791,94292;1;40,14;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,467945;11;11,04218572;78,59218161;1586,329576;11,44083876;3,513546553;0,317202506;1,58387711;0,350660506;0,182770464;239,4373642;1,074;0,0913;0,4268;0,8445;0,2188;0,00555;3,00E-04;0,0104;0,0182;0,0013;0,0141
105;A9;Conventional;Sand;Stevens;668,6;60;;56867,48946;1;40,14;26,76;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,488355;11;12,85928438;76,63587918;1531,114037;7,623956404;4,927210506;0,380361687;1,046581349;0,295453058;0,108997373;250,7733406;1,1303;0,0971;0,4536;0,8793;0,2235;0,00575;2,00E-04;0,0116;0,021;0,0013;0,0157
106;A9;Conventional;Sand;Stevens;668,6;60;;32252,27085;1;40,14;26,76;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,49856;11;9,565883051;78,38490814;1513,211886;9,468522569;3,573217171;0,269849683;0,615651819;0,316354947;0,182770464;201,453732;1,113;0,0939;0,4174;0,8269;0,2117;0,00473;2,00E-04;0,0085;0,0176;0,0012;0,0133
107;A9;Conventional;Sand;Stevens;668,6;60;;52308,45477;1;40,14;13,38;0;10,704;14,5635056;0;1,798272;1,784;0,892;0;4,467945;11;8,526136022;86,6250767;1569,906929;9,144998891;3,05837499;0,427201363;0,784582311;0,386821107;0,182770464;281,7282119;1,0868;0,0893;0,4037;0,8718;0,2318;0,00559;3,00E-04;0,0155;0,0184;0,0016;0,0197
108;A9;Conventional;Sand;Stevens;668,6;60;;29905,84008;1;40,14;13,38;0;10,704;14,5635056;0;1,798272;1,784;0,892;0;4,508765;11;11,4477279;85,33638788;1372,521234;10,80566113;3,178653469;0,390896244;0,844809647;0,423822506;0,182770464;238,5391256;1,0585;0,0983;0,4153;0,8785;0,2439;0,00531;2,00E-04;0,0117;0,0219;0,0013;0,0165
109;A9;Conventional;Sand;Stevens;668,6;60;;51782,06916;1;40,14;13,38;35,68;10,704;21,1286256;0;1,798272;1,784;0,892;0;4,43733;11;13,62727941;63,91322407;1750,882324;6,542347629;2,666360054;0,240696684;0,70437195;0,299109721;0,182770464;187,3302622;1,0672;0,0944;0,4397;0,9417;0,2343;0,00559;2,00E-04;0,0143;0,0233;0,0016;0,0208
110;A9;Conventional;Sand;Stevens;668,6;60;;33813,5841;1;40,14;13,38;35,68;10,704;21,1286256;0;1,798272;1,784;0,892;0;4,47815;11;11,71265811;83,51060479;1323,527126;8,777084191;3,659630825;0,327673541;0,659129022;0,29827601;0,182770464;289,9080954;1,0922;0,0955;0,4405;0,8039;0,2168;0,00543;3,00E-04;0,0122;0,0189;0,0013;0,0542
111;A9;Conventional;Sand;Stevens;668,6;60;;61756,63038;1;40,14;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,43733;11;8,834141581;80,18711974;1588,569202;6,040931677;1,72521963;0,182882855;0,832099288;0,221207586;0,182770464;243,9367335;1,1063;0,0952;0,4458;0,9103;0,218;0,00663;3,00E-04;0,015;0,0201;0,0014;0,0211
112;A9;Conventional;Sand;Stevens;668,6;60;;41388,18381;1;40,14;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,386305;11;19,17837875;113,6797343;1349,040766;19,074658;7,354972956;0,612714288;0,883570898;0,699046191;0,182770464;273,9579965;1,0954;0,0979;0,491;0,7858;0,2053;0,00593;2,00E-04;0,0088;0,0184;0,0013;0,0136
113;A9;Conventional;Sand;Stevens;668,6;60;;55306,17621;1;40,14;13,38;107,04;10,704;34,2588656;0;1,798272;1,784;0,892;0;4,488355;11;10,89107197;87,5151516;1486,740971;7,362484331;3,117384867;0,23030791;1,031694967;0,247730913;0,108997373;276,6566322;1,0726;0,0958;0,462;0,8074;0,2172;0,00602;2,00E-04;0,0145;0,0226;0,0013;0,0194
114;A9;Conventional;Sand;Stevens;668,6;60;;37658,87559;1;40,14;13,38;107,04;10,704;34,2588656;0;1,798272;1,784;0,892;0;4,427125;11;25,5384811;95,623176;1357,583652;15,11870257;6,483509571;0,531487006;0,769108282;0,628051514;0,182770464;260,2309899;0,98105;0,0865;0,4979;0,7337;0,1786;0,00466;3,00E-04;0,0079;0,0149;0,0013;0,0116
115;A9;Conventional;Sand;Stevens;668,6;60;;53985,75129;1;40,14;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0;0;4,43733;11;15,83056223;96,00227802;1440,542588;13,81535251;4,737571852;0,442199637;0,923080337;0,397150218;0,140875392;288,3202205;1,0205;0,0892;0,4115;0,7843;0,2039;0,0036;2,00E-04;0,0093;0,0199;0,0012;0,016
116;A9;Conventional;Sand;Stevens;668,6;60;;39398,62464;1;40,14;13,38;71,36;10,704;27,6937456;2,71278;1,798272;1,784;0;0;4,427125;11;16,77320601;85,74269589;1579,632879;14,17961168;4,283691179;0,38794472;1,020852952;0,437163664;0,140875392;160,7456787;1,1566;0,0961;0,4374;0,8901;0,226;0,00203;2,00E-04;0,0095;0,0187;0,0013;0,0163
117;A9;Conventional;Sand;Stevens;668,6;60;;66146,15106;1;40,14;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,427125;11;15,59186718;128,3489808;1391,92256;10,47043364;4,293642495;0,347841291;0,828312804;0,35773366;0,182770464;297,2608054;1,0847;0,0919;0,4569;0,7799;0,2033;0,00589;2,00E-04;0,0083;0,021;0,0011;0,0142
118;A9;Conventional;Sand;Stevens;668,6;60;;30726,64476;1;40,14;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,365895;11;14,34145539;121,9225831;1342,452119;9,752381979;4,22139826;0,447090351;0,808893381;0,354916192;0,182770464;294,5619742;1,1385;0,0935;0,4274;0,8257;0,2173;0,00538;2,00E-04;0,0114;0,0192;0,0014;0,0217
119;A9;Conventional;Sand;Stevens;668,6;60;;46598,50917;1;40,14;13,38;71,36;10,704;27,40224;0;2,44564992;0;0,892;0;4,41692;11;16,999426;115,7081642;1520,641955;11,60638354;4,933885781;0,359592467;0,975970602;0,416599928;0,100255179;194,9928461;1,047;0,087;0,4474;0,7769;0,1983;0,00509;2,00E-04;0,0101;0,019;0,001;0,016
120;A9;Conventional;Sand;Stevens;668,6;60;;40585,22271;1;40,14;13,38;71,36;10,704;27,40224;0;2,01406464;0;0,892;0;4,45774;11;14,04235243;88,70587887;1378,875401;11,73074879;3,609273626;0,360420018;0,780373155;0,353405463;0,100255179;233,8056043;1,053;0,094;0,4588;0,8131;0,1955;0,00567;2,00E-04;0,0088;0,0157;8,00E-04;0,0133
121;A9;Conventional;Sand;Stevens;668,6;60;;49257,20259;1;40,14;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,53938;11;15,21811936;78,88423817;1487,743307;10,42011401;3,536220121;0,349322371;1,234077657;0,354054277;0,108997373;207,4860038;1,087;0,0919;0,4595;0,8924;0,2284;0,00653;4,00E-04;0,0176;0,0225;0,0015;0,0191
122;A9;Conventional;Sand;Stevens;668,6;60;;42003,78732;1;40,14;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,31487;11;12,06946442;46,74171533;1620,849974;6,343080257;2,275475397;0,20680791;0,665983125;0,250245696;0,182770464;181,7915925;1,0935;0,0925;0,4562;0,7553;0,2145;0,00553;3,00E-04;0,011;0,0184;9,00E-04;0,0134
123;A9;Conventional;Sand;Stevens;668,6;60;;54003,59487;1;40,14;13,38;71,36;0;13,4217456;0;1,798272;1,784;0,892;0;4,31487;11;17,68345451;111,7675086;1406,705979;13,67677954;5,170355102;0,396939033;0,798690272;0,455400988;0,09834781;287,8658153;1,1477;0,0945;0,5001;0,8164;0,2075;0,0062;3,00E-04;0,016;0,021;0,0014;0,0216
124;A9;Conventional;Sand;Stevens;668,6;60;;36980,81955;1;40,14;13,38;71,36;0;13,4217456;0;1,798272;1,784;0,892;0;4,43733;11;24,17700681;97,02113801;1519,900906;18,14408069;6,234822715;0,654961716;1,052243993;0,532860608;0,182770464;253,0430474;1,1599;0,0963;0,4821;0,8308;0,1982;0,00155;4,00E-04;0,0137;0,0178;0,0019;0,0162
125;A9;Conventional;Sand;Stevens;668,6;60;;52906,2147;1;40,14;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,467945;11;21,58187394;115,381247;1354,598533;14,26635082;6,25826539;0,575344024;0,867625298;0,542877681;0,110232051;198,5797117;1,1263;0,0863;0,457;0,819;0,2005;0,0058;3,00E-04;0,0125;0,0175;0,0013;0,0156
126;A9;Conventional;Sand;Stevens;668,6;60;;48382,86717;1;40,14;13,38;71,36;10,704;27,6937456;0;2,22985728;1,784;0,892;0;4,447535;11;14,68303757;100,2902001;1511,804767;9,770539058;3,757522878;0,302834753;0,583639847;0,406326542;0,182770464;274,5389997;0,95436;0,0817;0,5421;0,7685;0,1775;0,00659;2,00E-04;0,01;0,0208;0,0011;0,0119
127;10;Conventional;Sand;Stevens;668,6;60;;17361,80334;0,94;0;13,38;71,36;10,704;27,6937456;9,7902;1,798272;1,784;0,892;0;4,631225;8;20,28128817;107,4237951;1544,667328;10,7573386;4,728675621;0,39065132;1,444510928;0,489460917;0,144805025;236,2649582;0,65576;0,0886;0,5832;0,6533;0,1724;0,00877;2,00E-04;0,0148;0,0097;0,0013;0,014
128;10;Conventional;Sand;Stevens;668,6;60;;11580,48342;0,94;0;13,38;71,36;10,704;27,6937456;9,7902;1,798272;1,784;0,892;0;4,651635;8;22,83680673;43,74131082;515,4197528;7,188908715;9,136283996;0,539430837;1,322418981;1,074018409;0,193231623;168,9969574;0,80536;0,0919;0,5756;0,7358;0,1929;0,00735;2,00E-04;0,0152;0,0137;0,0012;0,0163
129;10;Conventional;Sand;Stevens;668,6;60;;34902,04248;0,94;13,38;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,610815;8;29,32750844;59,80577412;730,3399387;8,337025011;8,056074758;0,470831128;2,726203339;1,299177109;0,160185162;163,9178973;0,80213;0,0783;0,582;0,6527;0,1739;0,00768;3,00E-04;0,0168;0,0138;0,0012;0,0124
130;10;Conventional;Sand;Stevens;668,6;60;;18824,9769;0,94;13,38;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,60061;8;32,22652173;53,94809114;545,7627995;9,575924048;10,92442291;0,613392115;1,379163728;1,629987074;0,193231623;179,1170937;0,76337;0,0731;0,5554;0,7109;0,167;0,00853;3,00E-04;0,0198;0,0199;0,0012;0,0136
131;10;Conventional;Sand;Stevens;668,6;60;;37328,76936;0,94;26,76;13,38;71,36;10,704;27,6937456;0;2,01406464;1,784;0,892;0;4,53938;8;23,95904203;50,61732955;497,470034;8,500469291;12,24767532;0,58307779;1,280097363;1,180871701;0,127092486;197,1574113;0,83309;0,0753;0,5337;0,7396;0,1634;0,00775;3,00E-04;0,0232;0,0151;0,0014;0,0132
132;10;Conventional;Sand;Stevens;668,6;60;;23972,84973;0,94;26,76;13,38;71,36;10,704;27,6937456;9,7902;1,798272;1,784;0,892;0;4,672045;8;43,73600824;82,91372968;646,4961725;9,405424936;11,52054231;0,654976893;2,26737596;2,262749607;0,257432056;183,2765294;0,92181;0,0833;0,5248;0,7404;0,1855;0,00713;3,00E-04;0,0251;0,0188;0,0012;0,0118
133;10;Conventional;Sand;Stevens;668,6;60;;37409,06547;0,94;40,14;13,38;71,36;10,704;27,6937456;0;2,22985728;1,784;0,892;0;4,529175;8;39,04932218;66,5254245;503,4479338;13,05327777;15,48274994;0,778892296;1,38226;1,703267842;0,120316973;193,6957543;0,91216;0,0775;0,5026;0,7446;0,1601;0,007;3,00E-04;0,0129;0,0159;0,001;0,0117
134;10;Conventional;Sand;Stevens;668,6;60;;32671,59498;0,94;40,14;13,38;71,36;10,704;27,6937456;0;2,01406464;1,784;0,892;0;4,55979;8;31,82754369;50,02386217;561,6466754;10,31208017;12,08514813;0,584516243;1,449193514;1,723589691;0,128528316;172,3659151;0,99587;0,0799;0,56;0,7081;0,1503;0,00716;3,00E-04;0,0184;0,0185;0,0011;0,0136
135;10;Conventional;Sand;Stevens;668,6;60;;41031,31221;0,94;53,52;13,38;71,36;10,704;27,6937456;0;2,44564992;1,784;0,892;0;4,569995;8;26,10494328;68,20964246;569,578738;10,22456852;9,9633517;0,57707983;1,573836059;1,413033278;0,175935746;176,2121877;1,0857;0,0815;0,5591;0,702;0,1619;0,00685;3,00E-04;0,0204;0,0197;0,0011;0,0156
136;10;Conventional;Sand;Stevens;668,6;60;;34081,2378;0,94;53,52;13,38;71,36;10,704;27,6937456;0;2,44564992;1,784;0,892;0;4,610815;8;38,5352011;61,23357661;569,8417257;9,909343071;11,17093127;0,590307791;1,482573511;1,589440331;0,142890734;195,3051318;1,0395;0,0817;0,5067;0,7824;0,179;0,00667;3,00E-04;0,0193;0,0226;0,0014;0,0111
137;10;Conventional;Sand;Stevens;668,6;60;;35785,29969;0,94;40,14;0;71,36;10,704;27,6937456;0;2,01406464;1,784;0,892;0;4,569995;8;29,79217028;65,26696573;510,0314195;9,879893303;12,65126462;0,506843755;2,614220442;1,531871606;0,170457137;192,0266812;0,91665;0,0695;0,48;0,7308;0,1559;0,00656;2,00E-04;0,0111;0,0162;0,0014;0,0114
138;10;Conventional;Sand;Stevens;668,6;60;;32332,56696;0,94;40,14;0;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,610815;8;29,46346308;61,26141323;548,7744387;7,626189021;10,47935072;0,528481411;2,991754875;1,366923434;0,220129424;159,2479725;0,99228;0,0815;0,5525;0,6973;0,1608;0,0066;2,00E-04;0,0136;0,0175;0,0011;0,0127
139;10;Conventional;Sand;Stevens;668,6;60;;37480,43979;0,94;40,14;13,38;71,36;10,704;27,6937456;0;2,01406464;1,784;0,892;0;4,569995;8;29,38514015;44,15864145;466,176371;10,07606162;13,57052172;0,592821269;1,410589627;1,597064509;0,120316973;206,2423621;0,94751;0,0809;0,5115;0,7376;0,1806;0,00708;3,00E-04;0,0119;0,0164;0,0014;0,0134
140;10;Conventional;Sand;Stevens;668,6;60;;37212,78609;0,94;40,14;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,651635;8;25,42184202;55,9651253;503,8895349;7,939781936;9,279814689;0,483515094;1,249371615;1,595974932;0,120316973;141,8026252;1,0416;0,076;0,4904;0,7097;0,1753;0,00828;2,00E-04;0,013;0,0167;0,0011;0,012
141;10;Conventional;Sand;Stevens;668,6;60;;38916,84798;0,94;40,14;26,76;71,36;10,704;27,6937456;0;2,22985728;1,784;0,892;0;4,631225;8;29,5578478;67,29672572;521,7967026;9,119455104;11,714361;0,531426496;1,602401415;1,41619518;0,128528316;190,6017015;0,99265;0,0859;0,5121;0,7226;0,1645;0,00714;3,00E-04;0,0097;0,019;0,002;0,0115
142;10;Conventional;Sand;Stevens;668,6;60;;36195,70203;0,94;40,14;26,76;71,36;10,704;27,6937456;0;2,01406464;1,784;0,892;0;4,66184;8;30,79797664;69,51916631;669,93314;6,980631589;7,195156222;0,612171198;1,407389823;1,336467169;0,120316973;141,7516541;0,95918;0,0887;0,5517;0,7851;0,169;0,00651;3,00E-04;0,0106;0,0185;0,0017;0,0104
143;10;Conventional;Sand;Stevens;668,6;60;;42351,73713;0,94;40,14;13,38;0;10,704;14,5635056;12,2157;2,22985728;1,784;0,892;0;4,672045;8;40,22794088;74,92081667;614,8993185;10,52287148;9,346027988;0,550444012;1,833502617;1,820268605;0,162245794;162,1113403;0,8359;0,0689;0,4216;0,724;0,1667;0,00632;2,00E-04;0,0154;0,0183;0,0017;0,0163
144;10;Conventional;Sand;Stevens;668,6;60;;26747,52642;0,94;40,14;13,38;0;10,704;14,5635056;12,2157;2,01406464;1,784;0,892;0;4,651635;8;37,26131966;74,05944927;562,1036825;9,697182383;13,01892179;0,655795632;1,693796607;1,773841145;0,255313341;231,545487;0,99019;0,0827;0,4554;0,7725;0,1949;0,0071;2,00E-04;0,0132;0,0188;0,0028;0,0144
145;10;Conventional;Sand;Stevens;668,6;60;;42878,12274;0,94;40,14;13,38;35,68;10,704;21,1286256;0;2,01406464;1,784;0,892;0;4,62102;8;36,00147395;40,7284052;594,5372937;7,32768689;9,006258153;0,607704113;1,25571252;1,736897827;0,141775382;153,2948396;0,9748;0,0842;0,5483;0,7586;0,1882;0,00782;2,00E-04;0,008;0,0155;0,0016;0,0106
146;10;Conventional;Sand;Stevens;668,6;60;;25328,96181;0,94;40,14;13,38;35,68;10,704;21,1286256;0;1,798272;1,784;0,892;0;4,49856;8;36,00799437;96,95304808;599,0205654;8,684154975;11,87087518;0,565084105;1,308366558;1,511342929;0,227341716;202,3527207;1,0201;0,0989;0,5342;0,8513;0,1977;0,00625;4,00E-04;0,01;0,0165;0,0012;0,0134
147;10;Conventional;Sand;Stevens;668,6;60;;48962,78352;0,94;40,14;13,38;71,36;10,704;27,6937456;12,2157;2,44564992;1,784;0,892;0;4,610815;8;35,59146704;68,14605225;620,1661636;7,388537989;11,79383329;0,853992267;1,31146825;1,546133415;0,150127751;147,1789818;0,90718;0,0755;0,4896;0,761;0,1747;0,00722;3,00E-04;0,0131;0,0143;0,003;0,015
148;10;Conventional;Sand;Stevens;668,6;60;;30334,086;0,94;40,14;13,38;71,36;10,704;27,6937456;0;1,798272;1,784;0,892;0;4,672045;8;29,86324228;67,24004203;532,2693113;5,561512809;10,48623948;0,538938013;1,405065793;1,268717355;0,135740608;154,3687269;0,9624;0,079;0,5263;0,739;0,1586;0,00601;2,00E-04;0,0096;0,016;0,001;0,01
149;10;Conventional;Sand;Stevens;668,6;60;;42583,70367;0,94;40,14;13,38;107,04;10,704;34,2588656;0;1,798272;1,784;0,892;0;4,590405;8;27,82465082;54,09914047;664,1744208;7,878535968;8,79040514;0,541132829;1,84360851;1,16100071;0,183704203;142,6477426;0,98828;0,0833;0,5242;0,7802;0,1858;0,00704;3,00E-04;0,0144;0,0191;0,0018;0,0139
150;10;Conventional;Sand;Stevens;668,6;60;;37471,518;0,94;40,14;13,38;107,04;10,704;34,2588656;0;2,01406464;1,784;0,892;0;4,60061;8;34,96138638;60,42774205;610,1751888;7,498930464;9,177399381;0,68121363;3,617941497;1,35056609;0,262058245;156,4511032;0,89242;0,0748;0,5525;0,6205;0,149;0,00598;2,00E-04;0,0099;0,0169;0,0013;0,0088
151;10;Conventional;Sand;Stevens;668,6;60;;34625,46699;0,94;40,14;13,38;71,36;10,704;27,6937456;12,2157;2,22985728;1,784;0;0;4,51897;8;27,41671515;56,68305455;480,346228;8,739706464;13,60696807;0,788823871;2,025967303;1,577680318;0,123871517;212,077298;1,0171;0,0835;0,5447;0,6364;0,1527;0,00398;2,00E-04;0,0098;0,0155;0,0011;0,0106
